Id,SalePrice
1411,-27938434.39065552
1721,-23532550.49407212
1144,-26147632.663373914
593,-24881384.66513221
575,-40629637.39500687
1249,-36236133.5053528
1604,-20426771.498579025
1064,-42640562.89843896
1923,-30915801.620207552
1988,-11510673.859591186
2325,-22057738.657734614
114,-45466630.15004957
2700,-35079958.221412346
217,-27478365.45726134
343,-31027466.28038812
386,-25192887.908967063
2005,-26474867.038983285
2908,-35110577.84924386
1814,-40758534.0137946
2446,-76333915.48507719
208,-23441954.923137076
1679,-12912092.074012972
822,-36864585.22436511
6,-27397677.452351782
1781,-43132548.37221507
2397,-32954515.509654943
2340,-28701901.597795013
1618,-32218761.442720924
2843,-19842344.453707162
1061,-38890143.041870974
2786,-24850066.335148476
1935,-23743896.10904714
1341,-17181324.091074042
521,-40619043.49158553
2136,-24999636.903100558
996,-25960283.590719264
227,-28609736.6955205
135,-28930591.22461648
1167,-13723122.898161728
294,-28385488.124997843
1776,-31194103.042956673
540,-34881228.25091511
1717,-21434295.529665332
2303,-27745443.7967508
116,-30255333.81436846
127,-25337738.42638621
1371,-24071576.619149543
1014,-65489545.43580782
1507,-15595984.824590214
702,-22582142.73424038
750,-25887944.87330257
261,-25887593.576974276
1559,-21529584.049486525
577,-40887047.05263381
2812,-30766979.037664197
2080,-26938723.913261294
1368,-14995690.406304177
2376,-22074512.527749933
659,-22800595.36359036
1235,-21981122.631483596
332,-7378947.952555377
1917,-24074865.176674996
2094,-36895512.43851172
1460,-31332534.14761742
1471,-35719928.66868899
1509,-27046116.359736595
1922,-24708895.65251862
433,-44341253.25800825
460,-25152088.822842512
1116,-34234441.3938498
1137,-35897051.238457985
53,-17422636.92252522
2354,-27112637.765315305
1475,-29667315.66331349
1761,-45516143.927052
842,-25187432.40520779
2739,-34797855.9888823
2509,-14050709.072528742
1007,-27229578.010828014
2610,-26711109.413898014
1952,-16438291.311166462
2719,-30614147.317641895
2921,-10672745.600864124
1966,-24150903.38629914
292,-21429813.82985261
1204,-26985173.695821654
1829,-41370978.17644139
2419,-24747643.422397688
391,-28929056.021586355
798,-22292411.262257986
481,-24350398.032844324
193,-22430228.7926672
555,-26912746.78276629
899,-25491319.04736885
2357,-27798328.320028577
328,-13154617.619588204
1356,-25456521.459640417
1154,-19501144.188219797
1730,-26318776.528894067
2249,-23786885.29557657
1119,-31169189.3175696
2856,-25383836.845996976
1394,-30243750.51872201
2587,-24458521.96935523
61,-47944622.8053889
2661,-21791211.606016017
2711,-26930081.341708407
1147,-26108636.217868112
757,-17525991.008616425
2623,-19399912.66496561
2378,-14349971.607328933
1413,-22854030.02983209
1722,-24135802.263941247
1112,-36772170.33546861
1623,-24932122.987092372
1201,-26513927.165790148
1513,-16622888.605447821
957,-366266747.25470084
1171,-21149061.800069842
1145,-24478991.262183014
2726,-49185356.04611571
703,-12756527.813564792
760,-14335738.509847075
1964,-22123424.521155834
2512,-16676151.659627032
159,-24763358.718343735
1281,-22160078.238356356
468,-28582481.177554075
290,-23329286.27971176
665,-29527284.84288308
1463,-33494053.36524726
1792,-27982819.852078456
923,-35060948.34622962
500,-33698490.42171073
1408,-40513425.001656234
331,-7475674.303701321
170,-15426735.892848942
2192,-22997942.20181405
2571,-56967978.92667091
2314,-30575511.848892283
2647,-17480600.423330475
422,-40884437.42911918
2457,-58045188.834476024
1838,-20307933.538423795
2805,-39501520.441131376
1645,-31089896.513878513
1711,-33524875.548508562
2825,-30090937.758689154
322,-40777688.81244782
2103,-35894692.28402768
342,-32994064.203470796
600,-22796324.013412084
488,-24464877.80119804
1725,-29967683.36149953
2246,-23722588.05317804
2847,-22343649.978854377
806,-27733199.218914684
530,-27674847.669790745
963,-33461344.773448348
2678,-18014740.933453154
171,-18672735.6448594
2401,-50706589.762917005
805,-28853941.61522832
2259,-43137920.49386253
1748,-26357349.52499932
1361,-25276934.190910608
1677,-10921670.771518573
1406,-29646909.86459494
2322,-47804229.424923845
688,-22998231.54881095
143,-24908844.574272115
804,-25013980.270207416
1214,-28323213.18892053
2828,-16964255.841565274
1999,-23918577.114423383
2467,-25349465.94856414
2665,-22702946.938210215
1538,-39230716.89027311
398,-24112589.152653355
2822,-37653915.17605877
2157,-18013472.955413517
1856,-41148099.02846431
1269,-19384031.293862443
2570,-24295143.642487302
2320,-31689755.272513583
1517,-29024512.482763793
2304,-23863226.851487022
1312,-21895920.464857
2012,-20082348.721299566
506,-59796707.781114526
2865,-36523555.722150706
2367,-10278968.205477614
554,-24367333.513556343
238,-29596028.12662906
1954,-23131903.976181347
2488,-23248343.20034625
2291,-10656865.793011636
1969,-17635234.91598448
2725,-37008975.609312244
1482,-17999437.788636353
2763,-27234276.21622052
503,-28355694.88625946
1584,-31942738.65090083
1531,-27583468.3641418
2210,-23018394.468968507
459,-29700388.469952278
556,-23532864.601967018
1347,-23014438.48272563
1290,-15925531.191302013
1388,-21177620.779710364
1571,-281706493.6947902
2754,-26389151.4183794
765,-27246356.24760844
2494,-31387800.2758334
2870,-35738266.33223801
7,-22670994.3326134
1114,-37900673.82206509
2418,-31980142.74811687
291,-13133997.410941966
18,-38244348.12485155
39,-33906513.70550579
1001,-25596057.221186507
2442,-24666142.56400432
616,-20763089.236523308
2680,-12675018.295063421
1414,-23669716.563962135
289,-17749395.25488577
40,-39761320.97387116
860,-24750345.37743264
409,-19476148.41295085
673,-29449222.32625866
2427,-17131385.265314035
2036,-24956504.722404942
2564,-22938061.866875235
642,-31270052.75235464
1008,-32901469.882222354
1908,-28551713.761999886
2519,-19224202.69032838
1369,-27666276.63068855
2855,-19771111.52303585
712,-22134390.707544405
1943,-28571179.046020046
1958,-28604169.16934742
107,-18237243.903099183
2295,-70312875.19451727
704,-21574602.497696616
676,-28817245.184528127
259,-25343767.721407812
93,-33860511.32102682
106,-24659528.02159131
2315,-26127832.030664653
1050,-24464689.455466572
1095,-34622403.8086923
2709,-31297257.76903637
758,-15147351.977384683
1496,-21453894.286781613
2370,-10580504.384290922
2458,-31610595.489106443
2733,-27639122.774654195
161,-29778669.372720055
726,-27865669.412974548
845,-30682853.770281885
947,-30076733.90466546
2232,-19018686.51181733
2563,-23509807.40452677
2299,-58362129.3632635
211,-24182657.389145
605,-37951784.076672405
1478,-31056890.722489804
2247,-22890462.311196532
2274,-77436471.74534486
2869,-36677836.42675676
967,-26044299.567884486
2656,-19114992.57944073
667,-32798383.760186493
1042,-11193206.730755474
2023,-32977680.720093213
2447,-31726741.731074356
2055,-22209172.478577644
2275,-42687492.06297603
2204,-20492820.167870756
1563,-20856274.325329196
483,-23301603.997586004
796,-16731237.89599695
1526,-33922983.26168595
2042,-25375698.47614791
442,-41534333.38713472
1693,-35523241.33110237
1468,-25377741.45214287
1430,-31239795.23832497
2605,-29484209.255335186
1529,-19413678.133826565
335,-53366536.665600784
1287,-24822290.420656066
31,-10612273.44445264
1785,-33953643.53694279
82,-23798664.271894794
2620,-32355194.05480986
252,-32943473.674103703
721,-10302995.769720316
2165,-26521013.647540007
2316,-28193442.763609506
775,-24391714.12999448
1558,-49740443.73248088
17,-29786848.19352926
1022,-39618715.82915996
925,-19617672.532586027
438,-38089792.36278156
1270,-24608298.993484747
1272,-23131624.230158236
215,-20312932.823265452
266,-28233955.65467437
2402,-32408057.12205075
1250,-28018987.315605532
1984,-23495189.343742408
1279,-22499975.895642
377,-31255724.453737754
1252,-20907282.105687425
2156,-29459885.525890533
499,-34118581.02590507
1374,-43096609.3426843
2898,-32716516.8729594
401,-29730835.076071836
2721,-34160725.40527626
2078,-34775850.057624295
2589,-32341911.860315703
1946,-52320035.25483434
1334,-15982159.590603992
2781,-40784869.41822822
431,-40956445.2193346
576,-19235650.965176474
1474,-25373258.113751147
2254,-24383681.02202193
2155,-35528184.53769308
885,-23025540.56156524
643,-23450384.994270943
1944,-28072011.55614328
480,-26834642.647126444
2845,-26454281.8838741
2387,-39227209.23541906
2407,-24585079.81178185
2527,-32778331.80016211
2514,-17189389.92553215
629,-36870021.94192316
80,-26571963.18334962
1876,-27948723.64100822
1546,-17570441.74494559
2518,-32004782.679581776
2347,-30273581.64615886
783,-54269637.29128888
1322,-28099358.903479066
194,-15994732.313426856
1770,-36131935.6121852
2143,-24288509.391449135
1229,-33187906.984402474
511,-35677093.220267005
46,-23978723.961427208
1348,-21083408.92103604
2465,-25297940.31520861
387,-26131069.30912185
873,-28394693.11547263
1918,-21304719.983629573
2764,-27549781.19071836
2184,-21249237.78046561
934,-12004289.588610739
1920,-23562186.42773615
2631,-22203755.3225741
1768,-55657485.39505688
2040,-20120023.88543783
1749,-29273028.651346777
834,-40787530.23023806
1457,-30447153.93439333
79,-20164256.33855682
2302,-22372108.533856194
1817,-26615710.96469174
2755,-37297812.25976024
359,-23779525.956213135
2059,-23162011.55259058
2092,-35093999.053994305
2516,-27126009.454804137
150,-27540005.631609753
1656,-27878923.132313233
83,-26653441.102759205
2411,-29108183.995093007
795,-24799531.71602134
2312,-34035117.77165744
2917,-7524334.932311832
1624,-22295906.318830993
2215,-29806096.51046961
1211,-26509194.9814657
1485,-18016336.948282592
1024,-33980832.985757455
570,-21504582.734991573
2874,-22848634.918823116
700,-21426136.76748783
2756,-31028891.21256269
2022,-23187037.203621008
583,-28707608.66081648
2392,-34277808.19868743
2424,-17744860.190634884
212,-23204292.962658428
736,-17828180.43988667
1610,-29327874.608671114
890,-30288040.467861574
467,-29901014.18652423
578,-25434314.8819147
1747,-37422959.52592886
1149,-26281913.580696363
2758,-37466073.23697006
857,-21192664.161033127
2219,-27407362.46893117
733,-22869154.02722606
2909,-11368140.928704299
1798,-32763026.965112407
235,-41678049.239986554
2366,-13751692.340137377
1027,-26375743.507654317
1195,-25980364.253116265
1303,-19413728.041152075
148,-29079017.066083908
608,-30837650.810398277
2515,-22811672.60648722
821,-35673371.23067819
2500,-38301600.544044144
745,-19251952.708492886
741,-22547576.84065424
1611,-99977166.42585798
2532,-26793731.708096366
1081,-22141318.72864754
1692,-44045621.90035912
2520,-18206901.204059448
276,-19050180.91686627
1992,-23199265.324353553
663,-12950104.02891741
418,-13287322.09875466
1733,-24396913.222370308
2359,-28568725.237245552
253,-26548109.943900682
1518,-20920697.349187225
2035,-26099428.053858794
2919,-6759938.065396108
1540,-31132769.017891522
2120,-38371736.90837679
1674,-20588182.540994003
256,-26071138.852252465
2361,-24443292.39506365
978,-10757951.986011889
2280,-22466727.135177877
2095,-30229089.821175657
1709,-35836267.60091948
2801,-28824639.689020254
1246,-27011274.38909917
2373,-10112979.263361897
1055,-40056810.942299284
2017,-19606060.276926786
1099,-28154740.02367715
1344,-14496937.524731815
835,-58745156.48671442
1117,-34639675.67082341
2043,-12333553.107931137
2085,-16069025.906291477
410,-14020538.14629871
2650,-16979831.213567317
2867,-32123089.107510608
1668,-25452711.98683175
1161,-18316483.34105508
2122,-31675999.337939583
2539,-29342999.56759164
1047,-18502408.207535442
1445,-24793653.28639786
541,-28236887.06437247
569,-22309888.06739083
1276,-23714354.570237152
918,-18364304.53780466
326,-35212190.40757431
1936,-22936028.3594109
895,-20181772.38519987
257,-30799200.708749782
1241,-34791946.56576497
1545,-19615572.730725933
1189,-31585282.46960565
270,-17999437.788636353
2066,-39117273.73956484
693,-25761199.265949808
1259,-40787688.25352011
2916,-32680779.041293323
2321,-40336086.79786943
1977,-15970704.795347054
1895,-28980852.008789115
1240,-27456870.609119713
85,-32707246.312862802
1823,-24352726.98106279
825,-34618831.58879535
110,-28520353.16212323
697,-33890689.59074803
2297,-16640577.835377157
1231,-25227307.96175137
1355,-23250258.721434686
968,-42568906.2717294
584,-34877860.00624427
1315,-13892540.921631299
1606,-25927599.766427748
206,-25578445.008821066
1685,-38514585.17216211
2016,-18798529.495357018
869,-30922239.044923544
2135,-30253590.4843546
2346,-42179013.35135874
2430,-22158738.19226856
2198,-25045109.744548522
2652,-22752184.34148897
27,-25809255.759465754
241,-29706680.392542087
906,-18625613.285612233
1506,-24111179.618056517
2098,-35786789.11584711
1435,-28859563.50421933
2213,-28789588.573793296
1274,-24991957.904458914
743,-13694123.871661313
1737,-27023158.085736502
2797,-30696773.292126607
2185,-14081526.054553349
58,-20942580.164015934
830,-26709617.574717153
808,-19142959.855422173
680,-21208072.385047566
1153,-23333774.68405037
1291,-17949407.17805607
1818,-24142876.635786574
2161,-24530548.26472531
1883,-26607083.632394742
350,-30030687.235603206
2473,-28301875.91152827
295,-36714053.19730157
293,-24849980.692027286
859,-35099435.19280226
288,-21567661.344105214
1578,-24172530.2747666
102,-14945349.580388803
2831,-14399813.461995028
1030,-30758023.7127623
2551,-28435272.67189857
1286,-29401112.420616187
958,-40607843.711825
776,-26186431.80506087
72,-31600396.097596962
2263,-35124432.33845945
1866,-26198301.159130085
2876,-19618058.038473085
2146,-29760003.93813828
103,-14549393.409097489
1500,-17007979.34877431
492,-51207226.68264974
167,-25289223.694475498
2597,-18279642.543622542
2685,-20105192.867044937
1035,-27941152.90442594
1220,-16811909.584665954
2602,-22242093.81199803
2159,-23441767.028550018
695,-26046951.91441491
1109,-30637818.78663944
640,-49634716.55965748
1652,-30130370.341074247
2090,-51191482.83935977
1188,-33474979.14655139
2345,-38597027.262070574
1059,-40994109.72106857
2751,-35067339.60541134
128,-27352992.910887796
1523,-23802827.167049017
2925,-46520611.38802184
2145,-37811487.596007004
1121,-28933131.949932665
566,-19729892.54106442
565,-31278312.0324842
1331,-20383063.00456443
2928,-23182412.97111285
156,-29037186.19819669
797,-26964480.688517634
327,-10804186.065274708
2859,-44304664.51326404
1453,-21417268.648321282
1762,-39666538.93243777
1868,-31615232.181414027
1760,-26812938.095422626
1113,-37879500.70798852
1812,-29841810.209318403
117,-25611114.082014866
1142,-28158099.83727602
2342,-48340600.29945172
927,-26298275.93632492
2478,-27048297.025394455
655,-18803607.076788537
2064,-23083809.138558373
369,-39962450.84901824
2239,-23536573.270094648
2732,-22163128.00879896
1653,-32172389.4511225
959,-34179884.77950181
2395,-36078040.83026044
1412,-21205164.699425936
271,-32341609.9585397
1484,-18018900.887485933
1497,-23776637.21828286
552,-22552888.1378842
2,-33427251.744277228
1855,-36634862.287138425
4,-35297895.16695998
2292,-31365352.951585386
134,-23160847.969799887
646,-31304545.809837233
42,-36584215.410051435
532,-29872123.225025948
713,-11902117.148136072
2561,-25680999.64260258
2360,-36185355.88672332
1333,-15756187.087435242
1407,-83453101.1200212
2892,-56209642.21423384
574,-15721813.5923784
1227,-26671947.80538469
2591,-50337998.52792377
1476,-27678240.17182453
1125,-28811624.711514078
1446,-23939931.928776402
408,-10320958.141740002
1101,-39164826.15407462
2251,-32142010.57001289
373,-33773518.14788481
2554,-25287994.70675346
2382,-45525526.41495962
1985,-16958068.496196743
519,-28261986.943733484
1093,-27573958.971762553
864,-32602375.874577105
2889,-29401251.394067734
2308,-39417872.13256232
986,-33770044.44805889
1302,-30348448.988829177
585,-31666599.401994333
2708,-23405360.053696297
147,-28439909.137694843
1441,-35513891.97357963
383,-27509662.15001018
285,-25597731.431119017
181,-23362971.72034684
358,-25373744.352299325
780,-35542660.36891938
258,-26538464.820971083
1865,-25566729.77618765
692,-14141585.160068344
2902,-38970664.40081923
508,-38857825.81506366
2638,-25446449.52724445
36,-14281198.327684496
611,-34337122.273348555
2281,-55349145.37429081
1678,-11194154.155412678
1696,-46295560.603069715
1557,-14153976.839042053
2180,-22045283.331458535
1726,-24383070.390433647
951,-26052498.932504404
267,-28324462.140367035
2706,-30394358.617992718
2221,-36801681.646794006
1357,-24055785.200071096
2901,-40026846.99982588
347,-21938496.5568204
2164,-28194708.892861813
1586,-36497305.959586784
360,-24083478.940668933
1769,-27738262.587203253
2617,-27510661.159374233
1879,-30896496.04772303
991,-35110181.14300665
1535,-23356573.72788657
1191,-30579419.480580058
1579,-32330176.403697867
1882,-30519295.721895646
1510,-25558410.397501808
2196,-24376958.95956698
1845,-13548208.136078157
2336,-40583008.10804858
942,-16974987.7723656
861,-21793460.83414861
2555,-16368278.650208063
1392,-33771041.69072173
2099,-34180317.6603606
1543,-12580265.739855438
948,-36486373.46997424
1239,-29104000.675614297
22,-30169278.19953598
2796,-32864835.333293326
2747,-30605864.762527686
92,-36823859.29242115
210,-37405972.60160809
1858,-19683123.40432373
2228,-18838527.8626716
447,-31585797.28820016
827,-30998224.851959813
1649,-29093922.40804743
682,-22466320.18183072
2698,-21724810.093381256
494,-21216532.77812424
214,-15051941.932163794
2441,-32593776.12548494
2679,-20793271.803962808
1336,-20212221.281255975
465,-27153623.6549876
1524,-23353800.41726414
2543,-27999043.915167987
631,-24787905.071554575
2452,-32755213.677586894
228,-28586150.68146172
126,-31011741.917854767
1092,-25456055.028631296
1122,-28290894.333750386
932,-43119239.75493488
1980,-25629329.47090118
2171,-29140667.38817056
551,-26722639.418524493
2768,-33693098.29666743
2056,-22065813.51069573
1159,-34563745.99321337
2645,-24749093.38173412
1174,-13576352.310316157
2266,-33778302.21791621
2462,-40926834.757366575
1219,-28416416.377881937
2922,-36732899.03287892
118,-28784658.042079113
474,-16926078.268757854
2576,-30351739.647391193
872,-36746490.74832043
1077,-24452905.966231007
1536,-23567944.15549278
1150,-25689770.43047239
2341,-37050787.037211664
1931,-28642290.802001815
2785,-26013292.60399254
2538,-25681573.85038877
597,-27903265.273101665
464,-14082412.626654051
233,-52871306.189885594
2169,-26699141.068434756
2123,-26553086.618698332
1867,-32879655.581693824
137,-49481271.615926206
515,-26986516.42096315
933,-12227898.572988797
2784,-31309622.59152618
972,-19502755.639340587
599,-29264109.915262725
2614,-21244757.060343772
2582,-24706444.1592546
1409,-46675173.435863726
175,-18997838.87854409
352,-26032192.33873988
976,-10752974.799803212
2134,-29421823.130358282
984,-20148026.937704533
2396,-38552987.01585184
1673,-16298081.576072775
404,-14087366.24811669
607,-30021471.301018503
814,-26176013.483797226
868,-25796687.121127956
2271,-27838220.304581385
1633,-21542128.23484636
337,-26175824.777186006
2765,-72865396.12619454
1746,-39708375.67328029
368,-39766497.84060476
2806,-28778939.086487453
1662,-24940771.97166917
1234,-35605918.2848444
1373,-23566719.700554773
1672,-26740650.54377509
1939,-24401536.62898202
